5.000000
32 32 32
128.000000 128.000000 128.000000
48.000000 48.000000 48.000000
13.751194 474.970756 118.319614
0.210933 -0.873499 -0.438757 7.314845
12039 7 24 11
-0.281745 -0.954428 -0.098424 5.545401
13704 8 12 13
0.574950 0.701054 -0.421847 7.459986
10664 8 13 10
0.502809 -0.085435 0.860165 11.130426
11688 8 13 11
0.859317 0.374303 0.348528 15.179899
12712 8 13 12
0.826031 0.510474 -0.238935 15.008891
13736 8 13 13
0.759672 0.388699 -0.521356 12.216418
12744 8 14 12
0.931648 -0.363355 0.002278 15.089848
13768 8 14 13
0.862491 -0.183880 -0.471485 12.956347
12776 8 15 12
0.793354 -0.582727 0.176123 10.224112
13800 8 15 13
0.871547 -0.409462 -0.269716 9.832353
17000 8 19 16
0.671452 0.549749 -0.496919 15.104580
10888 8 20 10
-0.340240 0.556017 0.758341 7.869359
11912 8 20 11
-0.417995 0.712504 0.563577 12.501541
12936 8 20 12
-0.291151 0.873271 0.390677 14.960709
13960 8 20 13
0.225900 0.956623 0.183963 16.094696
14984 8 20 14
0.320997 0.879741 0.350738 17.394194
16008 8 20 15
0.644146 0.732418 -0.220542 18.609034
19080 8 20 18
0.421591 0.517674 -0.744496 10.589650
10920 8 21 10
-0.422688 -0.109303 0.899660 9.498454
11944 8 21 11
-0.735830 -0.218718 0.640872 13.955118
13992 8 21 13
0.084125 -0.861567 0.500625 16.973660
15016 8 21 14
0.281521 -0.959393 0.017646 17.905203
18088 8 21 17
0.795494 0.525241 -0.302177 17.999258
19112 8 21 18
0.438511 0.029021 -0.898257 13.342593
10952 8 22 10
-0.409582 -0.367816 0.834838 7.602840
11976 8 22 11
-0.733093 -0.551011 0.398699 11.959764
17096 8 22 16
0.451254 -0.717977 0.529979 16.832174
18120 8 22 17
0.313736 -0.797291 -0.515651 16.512402
15080 8 23 14
-0.103789 -0.956040 0.274255 8.031073
11625 9 11 11
0.665205 0.742800 0.075836 11.640915
10633 9 12 10
0.664225 0.326297 0.672559 13.124402
13737 9 13 13
0.329037 0.783141 -0.527659 16.068216
14761 9 13 14
0.425585 0.417482 -0.802861 11.097900
11721 9 14 11
0.206636 -0.514976 0.831926 17.077778
12745 9 14 12
0.502525 -0.781281 0.370226 19.309175
13769 9 14 13
0.610771 -0.086397 -0.787080 18.203054
12777 9 15 12
0.550323 -0.781966 0.292700 15.859472
13801 9 15 13
0.789052 -0.565023 -0.241136 16.002237
16873 9 15 16
0.869351 0.494016 -0.013277 12.386039
13833 9 16 13
0.981105 -0.019789 0.192461 14.217062
14857 9 16 14
0.966826 0.254461 0.022301 14.858856
16905 9 16 16
0.940657 0.339267 -0.007880 16.050098
17929 9 16 17
0.482602 0.218183 -0.848229 11.858871
13865 9 17 13
0.954815 0.136897 0.263796 14.906485
14889 9 17 14
0.984066 -0.106061 0.142703 15.687488
15913 9 17 15
0.985641 0.022970 0.167286 16.656403
16937 9 17 16
0.983628 -0.000645 -0.180207 17.318010
17961 9 17 17
0.461064 -0.027836 -0.886930 12.531105
13897 9 18 13
0.972839 -0.230341 -0.022969 14.461419
16969 9 18 16
0.944510 -0.040707 -0.325949 16.987251
17001 9 19 16
0.626323 0.665305 -0.406311 17.361032
18025 9 19 17
0.494654 0.478620 -0.725424 14.919694
11913 9 20 11
-0.006404 0.517148 0.855872 10.829538
14985 9 20 14
-0.259713 0.929940 0.260308 17.252439
16009 9 20 15
-0.741554 0.655850 0.141275 18.067875
19081 9 20 18
0.211903 0.441078 -0.872093 13.190169
11945 9 21 11
-0.200486 -0.276043 0.940003 11.781257
15017 9 21 14
-0.306303 -0.950638 -0.049657 17.876982
16041 9 21 15
-0.385515 -0.917051 -0.101957 17.359484
19113 9 21 18
0.059039 0.030520 -0.997789 15.306246
16073 9 22 15
-0.331141 -0.733468 0.593608 14.840321
17097 9 22 16
-0.286806 -0.798427 0.529392 17.545847
18121 9 22 17
-0.123802 -0.871752 -0.474048 17.218777
19145 9 22 18
0.126950 -0.654290 -0.745512 12.810002
15081 9 23 14
-0.227533 -0.919462 0.320652 6.862573
16105 9 23 15
-0.172316 -0.930581 0.322995 9.358639
17129 9 23 16
0.015161 -0.999089 0.039887 11.084829
8458 10 8 8
0.723207 0.690624 0.003239 6.357665
8490 10 9 8
0.989230 0.142013 -0.035432 9.640294
6474 10 10 6
0.706543 0.154400 0.690621 5.586613
7498 10 10 7
0.964816 -0.087798 0.247833 8.567721
6506 10 11 6
0.666174 -0.551886 0.501631 4.407648
13674 10 11 13
0.035468 0.830664 -0.555643 9.872023
9610 10 12 9
0.362957 -0.053244 0.930283 11.167892
11658 10 12 11
0.784102 -0.231068 0.576013 17.707630
12682 10 12 12
0.456731 0.366804 -0.810464 17.344170
13706 10 12 13
0.083790 0.545029 -0.834220 14.299225
14730 10 12 14
0.044725 0.543823 -0.838008 9.236252
9642 10 13 9
0.176532 -0.474453 0.862398 9.261855
14762 10 13 14
-0.172621 0.479600 -0.860341 12.622928
15786 10 13 15
-0.030709 0.767301 -0.640551 7.939032
10698 10 14 10
-0.170508 -0.579234 0.797130 11.096638
11722 10 14 11
-0.683903 -0.388818 0.617331 15.559660
13770 10 14 13
-0.550570 0.684452 -0.477910 18.700804
16842 10 14 16
-0.227196 0.897319 -0.378419 10.791529
12778 10 15 12
-0.088448 -0.269457 0.958942 17.135563
13802 10 15 13
0.913182 -0.307565 0.267400 19.055998
16874 10 15 16
-0.191709 0.911195 -0.364652 15.915630
17898 10 15 17
-0.155670 0.425297 -0.891566 10.274935
11786 10 16 11
0.230579 0.332627 0.914436 13.710230
14858 10 16 14
0.860799 -0.048447 0.506634 19.205196
15882 10 16 15
0.651447 0.756009 0.063775 19.990458
16906 10 16 16
-0.115462 0.572039 -0.812059 19.458309
11818 10 17 11
0.476261 -0.292457 0.829243 14.194036
15914 10 17 15
0.780921 -0.518098 0.348907 20.556456
16938 10 17 16
-0.317270 -0.299154 -0.899915 19.421644
13898 10 18 13
0.747743 0.633364 -0.199326 16.869110
15946 10 18 15
0.726305 -0.646053 0.234726 19.371906
17994 10 18 17
0.186974 0.335114 -0.923439 15.108995
19018 10 18 18
0.454300 0.663332 -0.594645 10.778113
20042 10 18 19
0.649460 0.632220 -0.422492 8.151456
12906 10 19 12
0.375602 0.253850 0.891338 16.111168
13930 10 19 13
0.820095 0.009116 -0.572155 17.103987
15978 10 19 15
0.642876 -0.703031 0.304069 17.147545
18026 10 19 17
0.326528 0.462934 -0.824058 16.586020
11914 10 20 11
-0.058575 0.129335 0.989869 11.253163
12938 10 20 12
0.062227 0.053023 0.996653 17.013887
14986 10 20 14
-0.595302 0.483857 -0.641481 16.382187
17034 10 20 16
-0.238501 0.213714 0.947335 17.713665
18058 10 20 17
0.380859 0.691873 -0.613399 18.387152
12970 10 21 12
-0.534776 -0.662054 0.525071 15.608566
13994 10 21 13
-0.749696 -0.660577 -0.039917 16.505253
15018 10 21 14
-0.744553 -0.574536 -0.339926 15.508410
17066 10 21 16
-0.198424 -0.297174 0.933978 17.483324
18090 10 21 17
0.533283 -0.519774 -0.667416 18.784220
19114 10 21 18
0.369697 -0.124331 -0.920796 15.902634
13002 10 22 12
-0.398728 -0.855035 0.331558 10.283954
14026 10 22 13
-0.418857 -0.907985 -0.011024 11.506145
15050 10 22 14
-0.552681 -0.824007 -0.124721 10.692969
18122 10 22 17
0.263033 -0.853526 -0.449785 16.867420
19146 10 22 18
0.456817 -0.596197 -0.660203 14.151122
20170 10 22 19
0.714115 -0.273785 -0.644268 10.338092
21354 10 27 20
0.848727 0.117569 0.515597 10.140854
22378 10 27 21
0.881066 0.313773 -0.353935 11.221491
22410 10 28 21
0.725283 -0.668038 -0.166401 9.898812
23434 10 28 22
0.447397 -0.335754 -0.828918 6.089205
8459 11 8 8
0.066748 0.984848 0.160059 9.613810
9483 11 8 9
0.155693 0.823747 -0.545160 7.711545
8491 11 9 8
0.534930 0.715928 0.448661 15.414086
9515 11 9 9
0.472690 0.458101 -0.752800 13.224953
6475 11 10 6
-0.052463 0.281818 0.958033 7.716490
7499 11 10 7
0.319427 0.125278 0.939293 13.197875
8523 11 10 8
0.842249 -0.524948 0.122665 15.390328
9547 11 10 9
0.893584 -0.050489 -0.446047 14.463926
6507 11 11 6
0.076382 -0.578078 0.812398 6.711803
7531 11 11 7
0.441505 -0.780451 0.442684 10.900134
8555 11 11 8
0.685697 -0.701191 0.195323 12.541623
9579 11 11 9
0.772705 -0.223761 0.594018 13.885552
10603 11 11 10
0.374697 0.916781 0.138258 15.439673
11627 11 11 11
-0.244651 0.864516 -0.439042 13.961778
9611 11 12 9
0.324696 -0.283657 0.902281 12.955118
11659 11 12 11
-0.954557 0.070999 -0.289447 17.129143
12683 11 12 12
-0.822453 0.303779 -0.480925 15.135564
13707 11 12 13
-0.660848 0.318844 -0.679426 11.962227
14731 11 12 14
-0.392390 0.341075 -0.854224 7.581101
12715 11 13 12
-0.949436 -0.265126 -0.168164 14.958298
13771 11 14 13
-0.858218 0.496853 -0.128834 15.061262
12779 11 15 12
-0.579212 0.345967 0.738120 14.954035
13803 11 15 13
-0.699445 0.638258 0.321564 18.879835
14827 11 15 14
-0.530876 0.706745 -0.467635 17.761703
15851 11 15 15
-0.570047 0.748458 -0.338905 14.237167
12811 11 16 12
-0.441299 0.541304 0.715712 17.985752
13835 11 16 13
-0.387923 -0.724182 0.570155 19.998781
15883 11 16 15
-0.752544 0.571036 -0.328018 19.153038
16907 11 16 16
-0.675887 0.473205 -0.565025 17.048550
17931 11 16 17
-0.338233 0.295070 -0.893606 11.054557
11819 11 17 11
-0.125804 -0.035451 0.991421 15.440497
12843 11 17 12
-0.158225 -0.914589 0.372145 18.830925
13867 11 17 13
0.672979 -0.736116 -0.072339 18.361591
15915 11 17 15
-0.828289 -0.224995 -0.513143 19.546371
11851 11 18 11
0.145216 -0.411443 0.899793 13.222570
14923 11 18 14
0.561130 0.126287 0.818037 19.673307
15947 11 18 15
-0.812172 0.014958 -0.583226 19.362486
17995 11 18 17
-0.207107 0.571766 -0.793845 15.174904
20043 11 18 19
-0.005521 0.995073 -0.098994 10.150904
14955 11 19 14
0.314549 -0.947436 -0.058513 18.706144
15979 11 19 15
-0.225314 -0.964592 -0.137094 18.074318
17003 11 19 16
0.532786 -0.531410 0.658592 18.473938
20075 11 19 19
0.805847 0.583090 0.103038 15.212602
21099 11 19 20
0.761361 0.470983 -0.445538 14.138427
12939 11 20 12
-0.533324 -0.563326 0.631055 14.769285
14987 11 20 14
-0.132240 -0.891286 -0.433731 15.718076
20107 11 20 19
0.970227 0.104373 -0.218556 16.566189
17067 11 21 16
0.159927 -0.173214 0.971813 17.714008
18091 11 21 17
0.855998 -0.432166 -0.283726 21.082926
20139 11 21 19
0.893720 -0.147893 -0.423546 16.549789
17099 11 22 16
0.223356 -0.232218 0.946671 16.019907
18123 11 22 17
0.679575 -0.629616 -0.376513 18.934563
20171 11 22 19
0.747852 -0.393187 -0.534903 15.139705
17131 11 23 16
0.422895 -0.435336 0.794760 13.937443
18155 11 23 17
0.612256 -0.761916 -0.211250 16.328226
19179 11 23 18
0.632450 -0.707708 -0.314891 14.353203
20203 11 23 19
0.621092 -0.609940 -0.492156 12.179521
18187 11 24 17
0.402856 -0.909392 -0.103502 10.119235
21323 11 26 20
0.774579 0.485131 0.405802 13.722558
21355 11 27 20
0.493051 -0.225761 0.840198 15.124806
22379 11 27 21
0.398959 0.142523 -0.905825 15.324292
21387 11 28 20
0.140476 -0.836953 0.528938 11.155870
8460 12 8 8
-0.470271 0.859506 0.200235 7.540990
8492 12 9 8
-0.648447 0.629205 0.428505 13.746008
9516 12 9 9
-0.477071 0.670892 -0.567721 12.868799
7500 12 10 7
-0.510414 0.275391 0.814639 11.638416
10572 12 10 10
-0.252983 0.634714 -0.730163 12.277016
13644 12 10 13
0.855041 0.518015 0.023773 9.175270
7532 12 11 7
-0.329669 -0.500101 0.800760 11.122564
10604 12 11 10
-0.818789 0.207874 -0.535138 14.420574
11628 12 11 11
-0.451581 0.616476 -0.645005 11.823782
12652 12 11 12
0.659394 0.717392 0.224827 10.837392
13676 12 11 13
0.944466 0.170475 -0.280931 11.098656
8588 12 12 8
0.317267 -0.622702 0.715251 11.407657
8620 12 13 8
0.177857 -0.667269 0.723270 7.080755
9644 12 13 9
0.063011 -0.752023 0.656118 12.017795
10668 12 13 10
-0.466511 -0.870647 -0.156015 13.759786
13836 12 16 13
-0.935483 0.264860 0.233926 15.592597
15884 12 16 15
-0.755736 0.595065 -0.273424 14.121423
11820 12 17 11
-0.603767 0.292601 0.741519 12.769967
14892 12 17 14
-0.763074 0.588510 -0.267157 18.518957
15916 12 17 15
-0.789668 -0.021629 -0.613154 16.275999
17964 12 17 17
-0.502786 0.326694 -0.800298 9.754674
14924 12 18 14
-0.613255 -0.174882 -0.770282 19.017832
17996 12 18 17
-0.474519 0.601393 -0.642773 12.719715
11884 12 19 11
-0.153227 -0.315231 0.936563 10.518987
12908 12 19 12
0.181472 -0.282499 0.941946 17.235720
13932 12 19 13
0.670716 -0.741311 0.024448 19.620409
17004 12 19 16
-0.458728 0.822664 0.335846 17.912523
12940 12 20 12
0.105781 -0.683981 0.721790 14.010392
13964 12 20 13
0.288549 -0.954048 0.080817 16.884598
17036 12 20 16
0.015131 0.062333 0.997941 19.124802
18060 12 20 17
-0.459296 0.888070 -0.019453 21.019079
19084 12 20 18
0.140081 0.972955 -0.183675 20.353899
21132 12 20 20
0.522407 0.279971 -0.805423 19.710215
22156 12 20 21
0.334107 0.261880 -0.905423 15.587048
13996 12 21 13
0.013691 -0.972818 0.231167 10.602394
15020 12 21 14
0.160738 -0.986222 0.039120 11.388603
16044 12 21 15
0.367326 -0.666562 0.648665 12.744110
17068 12 21 16
-0.098458 -0.225062 0.969357 18.370342
18092 12 21 17
-0.781455 -0.619697 -0.072828 21.837923
20140 12 21 19
0.724191 -0.680215 -0.113382 20.056967
22188 12 21 21
0.761329 -0.181347 -0.622488 15.581334
17100 12 22 16
-0.000964 -0.062942 0.998017 17.278511
18124 12 22 17
-0.335521 -0.727262 -0.598762 19.861153
21196 12 22 20
0.523009 -0.733414 -0.434242 15.068081
23244 12 22 22
0.814218 0.402654 -0.418234 13.253165
16108 12 23 15
0.300517 -0.213837 0.929496 9.541016
17132 12 23 16
0.161916 -0.476753 0.863996 16.284782
18156 12 23 17
-0.060596 -0.889858 -0.452196 17.788185
20204 12 23 19
0.478445 -0.451921 -0.752899 15.196125
23276 12 23 22
0.987876 0.143470 -0.059305 15.199168
24300 12 23 23
0.690482 0.249744 -0.678869 11.785626
18188 12 24 17
0.169552 -0.985323 0.019764 12.355382
20236 12 24 19
0.854551 -0.474088 -0.212091 12.850248
23308 12 24 22
0.977993 -0.194089 -0.076541 14.898670
24332 12 24 23
0.769390 -0.148883 -0.621186 12.269994
21292 12 25 20
0.635577 0.527385 0.563833 14.702435
22316 12 25 21
0.936548 0.239764 -0.255715 15.698726
24364 12 25 23
0.752173 -0.437117 -0.493117 9.878542
20300 12 26 19
0.299212 0.043028 0.953216 11.550386
21324 12 26 20
-0.168160 -0.008930 0.985719 16.142914
23372 12 26 22
0.538365 -0.251169 -0.804411 11.197361
20332 12 27 19
-0.026134 -0.353997 0.934881 10.722840
22380 12 27 21
-0.353111 -0.294996 -0.887857 15.482709
22412 12 28 21
0.007128 -0.958341 -0.285538 13.221516
23436 12 28 22
0.024684 -0.249763 -0.967992 8.533901
22444 12 29 21
0.261676 -0.962329 0.073811 7.785831
8493 13 9 8
-0.729104 0.628968 0.269826 8.463061
14637 13 9 14
0.616190 0.774916 -0.140768 9.518159
8525 13 10 8
-0.798759 0.359411 0.482502 12.137996
9549 13 10 9
-0.689814 0.676711 -0.257332 12.803584
13645 13 10 13
0.523890 0.759227 0.386151 13.174621
14669 13 10 14
0.822602 0.086093 -0.562062 12.533113
8557 13 11 8
-0.637510 -0.090304 0.765132 12.922648
12653 13 11 12
0.628533 0.439617 0.641626 13.620003
13677 13 11 13
0.933299 0.238668 -0.268309 15.066112
8589 13 12 8
-0.385333 -0.479576 0.788369 11.109503
9613 13 12 9
-0.471636 -0.851148 0.230447 14.308558
13709 13 12 13
0.867760 -0.395850 -0.300493 14.858042
14733 13 12 14
0.483654 -0.134437 -0.864873 11.692318
9645 13 13 9
-0.465201 -0.801018 0.376774 10.429955
10669 13 13 10
-0.624434 -0.780932 0.015078 11.568902
11693 13 13 11
0.621786 -0.782649 0.029035 11.404515
13741 13 13 13
0.775786 -0.605903 -0.176178 12.607471
14765 13 13 14
0.484375 -0.369208 -0.793137 9.905322
12749 13 14 12
0.906746 -0.089920 0.411979 11.025443
13773 13 14 13
0.969533 0.023973 -0.243785 11.617389
11757 13 15 11
0.333690 -0.639545 0.692556 7.147450
11821 13 17 11
-0.635307 0.467763 0.614478 8.758790
14893 13 17 14
-0.697230 0.648404 -0.305683 15.508411
15917 13 17 15
-0.630214 0.335321 -0.700278 12.890909
16941 13 17 16
-0.395960 0.780173 -0.484300 10.632597
12877 13 18 12
-0.508977 0.283866 0.812627 15.678687
13901 13 18 13
-0.886762 0.460643 0.038230 18.437586
12909 13 19 12
-0.509972 -0.117919 0.852070 15.814062
13933 13 19 13
-0.987435 0.024063 -0.156182 19.029057
17005 13 19 16
-0.005832 0.986300 -0.164856 17.237020
20077 13 19 19
-0.333481 0.942002 -0.037719 16.503023
12941 13 20 12
-0.292614 -0.487361 0.822713 13.617673
16013 13 20 15
-0.166364 -0.822186 0.544364 16.820789
19085 13 20 18
-0.516862 0.842398 0.152382 19.610020
22157 13 20 21
-0.024736 0.724027 -0.689328 16.170877
12973 13 21 12
-0.126004 -0.845995 0.518088 7.493066
15021 13 21 14
-0.230686 -0.954086 0.191059 11.358937
16045 13 21 15
-0.229817 -0.802404 0.550755 13.321527
20141 13 21 19
-0.259763 0.852430 -0.453747 20.887997
21165 13 21 20
-0.220726 -0.231733 -0.947407 19.795757
22189 13 21 21
0.099765 -0.101836 -0.989786 17.898758
23213 13 21 22
0.565521 0.464082 -0.681773 14.753698
21197 13 22 20
0.327678 -0.828849 -0.453472 17.322453
22221 13 22 21
0.510747 -0.712729 0.480785 16.831806
25293 13 22 24
0.763828 0.440707 -0.471533 11.713807
16109 13 23 15
-0.041008 -0.297961 0.953697 10.540846
17133 13 23 16
-0.278814 -0.536928 0.796223 15.724951
18157 13 23 17
-0.167342 -0.948426 -0.269229 16.924332
23277 13 23 22
-0.007508 0.408089 -0.912911 17.667826
25325 13 23 24
0.919809 0.109964 -0.376642 13.818135
26349 13 23 25
0.524302 0.164622 -0.835468 8.815378
17165 13 24 16
-0.064815 -0.884344 0.462314 10.772827
18189 13 24 17
0.092698 -0.942357 0.321513 13.175550
19213 13 24 18
0.424882 -0.515879 0.743871 15.606678
20237 13 24 19
0.872312 -0.032563 -0.487865 16.477652
22285 13 24 21
0.594230 0.438512 0.674238 18.086277
23309 13 24 22
-0.213802 -0.380051 -0.899916 17.589684
26381 13 24 25
0.522653 -0.294003 -0.800247 8.386296
20269 13 25 19
0.896046 -0.367790 0.248662 15.703505
22317 13 25 21
-0.324696 -0.919552 -0.221351 17.589069
24365 13 25 23
0.270120 -0.684407 -0.677216 13.532767
25389 13 25 24
0.372051 -0.664030 -0.648569 9.604583
20301 13 26 19
0.357981 -0.709155 0.607412 13.227375
23373 13 26 22
-0.283049 -0.783806 -0.552749 12.461831
22381 13 27 21
-0.905694 -0.205668 -0.370701 12.728126
21389 13 28 20
-0.517737 -0.645108 0.561946 9.905926
22413 13 28 21
-0.863129 -0.431992 -0.261515 11.381044
22445 13 29 21
-0.434403 -0.891828 0.126241 7.760851
23469 13 29 22
-0.313933 -0.520535 -0.794034 5.820742
14638 14 9 14
0.092464 0.991700 0.089337 12.169943
15662 14 9 15
0.180346 0.550445 -0.815160 9.186851
11598 14 10 11
0.597697 0.784943 0.163165 11.199563
12622 14 10 12
0.555550 0.701556 0.446300 13.082570
13646 14 10 13
0.491295 0.784001 0.379435 15.363596
14670 14 10 14
0.627886 0.436395 -0.644452 15.931781
15694 14 10 15
0.204549 -0.022541 -0.978597 11.115786
10606 14 11 10
-0.419005 0.862423 -0.284011 13.892063
11630 14 11 11
0.645833 0.588746 0.486085 13.480257
12654 14 11 12
0.340684 0.444420 0.828508 15.710837
14702 14 11 14
0.471095 -0.455365 -0.755455 15.089404
15726 14 11 15
0.272005 -0.230546 -0.934271 9.867085
9614 14 12 9
-0.632246 -0.545299 0.550376 11.627770
10638 14 12 10
-0.220489 -0.975375 -0.005291 12.859342
12686 14 12 12
0.387341 -0.270592 0.881332 16.311331
15758 14 12 15
0.234489 -0.288964 -0.928178 8.054402
12718 14 13 12
0.531381 -0.846056 0.042705 14.541925
11726 14 14 11
0.772449 -0.401667 0.491920 12.058723
13774 14 14 13
-0.026429 0.889043 -0.457060 13.634591
14798 14 14 14
0.271263 0.460552 -0.845168 11.640432
15822 14 14 15
0.408958 0.312284 -0.857457 7.514458
12782 14 15 12
0.528131 -0.734032 0.426937 11.965277
13806 14 15 13
0.533061 -0.846076 -0.000914 13.153840
14830 14 15 14
0.624705 -0.419679 -0.658493 11.802709
15854 14 15 15
0.497847 -0.092435 -0.862325 8.125019
16878 14 15 16
0.292207 0.089964 -0.952114 3.926689
14894 14 17 14
-0.635874 0.740573 -0.217291 13.091854
15918 14 17 15
-0.241793 0.746686 -0.619675 11.254610
18990 14 17 18
0.319948 0.713475 -0.623367 6.935250
12878 14 18 12
-0.543710 0.026112 0.838867 12.024137
16974 14 18 16
0.115289 0.964727 0.236664 15.006246
17998 14 18 17
0.320294 0.601791 -0.731614 14.123547
14958 14 19 14
0.012544 0.952971 -0.302802 17.326090
17006 14 19 16
-0.928956 0.057214 -0.365742 16.875994
23150 14 19 22
0.716397 0.490398 -0.496271 11.215990
12942 14 20 12
-0.570442 -0.306351 0.762066 9.368717
13966 14 20 13
-0.603689 -0.686072 0.406037 14.660732
22158 14 20 21
0.134859 0.849234 -0.510504 16.425419
18094 14 21 17
-0.372114 0.780855 0.501793 19.575603
21166 14 21 20
-0.520843 -0.039294 -0.852747 19.047434
22190 14 21 21
0.088476 -0.256116 -0.962588 17.740549
23214 14 21 22
0.523636 0.785433 -0.330001 17.212103
24238 14 21 23
0.382463 0.786148 -0.485483 14.996347
17102 14 22 16
0.416061 -0.006165 0.909316 17.401180
18126 14 22 17
0.812063 -0.334566 0.478141 20.331045
19150 14 22 18
-0.046864 -0.971406 -0.232754 20.301762
20174 14 22 19
-0.548647 -0.688387 -0.474457 19.933680
21198 14 22 20
-0.341666 -0.627953 -0.699242 17.536636
23246 14 22 22
0.972322 -0.181055 0.147679 18.257582
25294 14 22 24
0.249552 0.533813 -0.807940 15.743059
16110 14 23 15
-0.129813 -0.492178 0.860761 9.834022
18158 14 23 17
0.563294 -0.801154 0.202121 18.238382
21230 14 23 20
-0.416692 -0.043781 -0.907993 16.046513
23278 14 23 22
0.097699 -0.989063 -0.110497 17.568031
25326 14 23 24
0.114580 -0.067056 -0.991148 17.311180
17166 14 24 16
-0.073876 -0.783914 0.616458 10.165399
18190 14 24 17
0.144624 -0.904908 0.400282 13.828003
22286 14 24 21
-0.985927 0.078791 -0.147448 17.482262
25358 14 24 24
-0.246545 -0.746441 -0.618096 15.078138
26382 14 24 25
-0.317536 -0.341404 -0.884655 9.199222
19246 14 25 18
-0.413362 -0.495527 0.763927 13.090753
20270 14 25 19
-0.769043 -0.376446 0.516586 16.763840
22318 14 25 21
-0.515226 -0.765394 -0.385635 15.719076
20302 14 26 19
-0.420153 -0.844904 0.331071 13.257385
21326 14 26 20
-0.431147 -0.842368 -0.323308 13.016670
23374 14 26 22
-0.573820 -0.811086 -0.113443 9.348780
24398 14 26 23
-0.389396 -0.828243 -0.402970 7.712153
13615 15 9 13
0.057818 0.998000 -0.025544 10.984871
14639 15 9 14
-0.516574 0.843743 -0.145770 10.572332
15663 15 9 15
-0.553833 0.416835 -0.720776 7.844085
10575 15 10 10
0.119780 0.728603 0.674382 10.835979
11599 15 10 11
0.285738 0.819115 0.497397 12.979231
12623 15 10 12
0.111635 0.673657 0.730564 15.049970
13647 15 10 13
-0.235831 0.960610 -0.147011 16.345911
14671 15 10 14
-0.735116 0.341528 -0.585630 14.352083
15695 15 10 15
-0.585219 0.039610 -0.809907 9.233402
13679 15 11 13
-0.796943 -0.401978 -0.450883 17.256514
14703 15 11 14
-0.583624 -0.161546 -0.795793 14.727808
15727 15 11 15
-0.459019 -0.071128 -0.885575 9.033504
12687 15 12 12
-0.057245 0.391850 0.918246 16.438738
13711 15 12 13
0.016207 -0.631568 -0.775151 16.211636
15759 15 12 15
-0.212558 -0.168912 -0.962438 8.241952
12719 15 13 12
0.597094 -0.676854 -0.430520 15.929646
15791 15 13 15
-0.005017 -0.103714 -0.994594 7.188449
10703 15 14 10
0.470703 -0.287261 0.834218 12.577230
10735 15 15 10
0.298102 -0.612613 0.732011 9.259509
11759 15 15 11
0.503534 -0.746713 0.434596 13.205098
12783 15 15 12
0.552704 -0.822860 0.131988 14.329346
13807 15 15 13
-0.289713 -0.666358 -0.687047 14.049812
14831 15 15 14
-0.440754 -0.191274 -0.877012 12.534509
15855 15 15 15
-0.250136 -0.077707 -0.965088 8.941983
14895 15 17 14
-0.888601 0.456988 0.039374 10.709982
15919 15 17 15
-0.324320 0.916231 -0.235240 10.319028
12879 15 18 12
-0.434629 0.060114 0.898601 8.937522
13903 15 18 13
-0.627344 0.652654 0.424833 12.928948
15951 15 18 15
-0.350412 0.929913 0.111681 14.000972
16975 15 18 16
-0.455798 0.888190 -0.058021 14.170445
17999 15 18 17
-0.606626 0.602493 -0.518660 13.319415
23119 15 18 22
0.719543 0.667934 0.190057 12.394433
